Projection,Level,Account Type,Account,Account Description,2025 Department Budget,2026 Department Budget,2027 Department Budget,2028 Department Budget,2029 Department Budget,2030 Department Budget,2031 Department Budget,2032 Department Budget,2033 Department Budget,2034 Department Budget,2024 Projected Actuals,2024 Original Budget,2024 Revised Budget,2024 Actuals,2023 Original Budget,2023 Revised Budget,2023 Actuals,2022 Revised Budget,2022 Actuals
20251,Department,E,1110-1320-01-13200-501210-0000-000000-00000-0000-,SALARIES AND WAGES FULL TIME  ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"82,837.00","82,837.00","59,159.46","78,892.00","78,892.00","78,892.08","75,211.00","75,135.12"
20251,Department,E,1110-1320-01-13200-501310-0000-000000-00000-0000-,SALARIES AND WAGES PART TIME  ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"33,572.00","33,572.00","18,580.31","22,050.00","22,050.00","28,226.40","26,705.00","17,709.68"
20251,Department,E,1110-1320-01-13200-501900-0000-000000-00000-0000-,LEAVE PAYOUT                  ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20251,Department,E,1110-1320-01-13200-552100-0000-000000-00000-0000-,FICA                          ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"8,905.00","8,905.00","5,859.18","7,355.00","7,355.00","8,163.06","7,774.00","7,003.34"
20251,Department,E,1110-1320-01-13200-552210-0000-000000-00000-0000-,VRS                           ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20251,Department,E,1110-1320-01-13200-552212-0000-000000-00000-0000-,VRS HYBRID                    ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"6,469.00","6,469.00","4,620.42","6,998.00","6,998.00","6,161.52","4,700.00","6,078.36"
20251,Department,E,1110-1320-01-13200-552214-0000-000000-00000-0000-,VRS HYBRID 401A               ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,828.00,828.00,591.67,800.00,800.00,788.88,757.00,751.44
20251,Department,E,1110-1320-01-13200-552216-0000-000000-00000-0000-,VIRGINIA LOCAL DISABILITY PRO ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,439.00,439.00,313.52,300.00,300.00,418.08,293.00,398.16
20251,Department,E,1110-1320-01-13200-552218-0000-000000-00000-0000-,VRS RET DC VOLUNTARY EMPLOY   ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"2,071.00","2,071.00","1,478.97",400.00,400.00,"1,972.28",400.00,"1,127.06"
20251,Department,E,1110-1320-01-13200-552220-0000-000000-00000-0000-,VRS HEALTH INSURANCE CREDIT   ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,91.00,91.00,0.00,72.00,0.00
20251,Department,E,1110-1320-01-13200-552310-0000-000000-00000-0000-,HEALTH INSURANCE              ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"18,402.00","18,402.00","8,991.00","14,472.00","14,472.00","17,019.00","14,188.00","14,172.72"
20251,Department,E,1110-1320-01-13200-552400-0000-000000-00000-0000-,GROUP LIFE INSURANCE          ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,110.00","1,110.00",792.76,"1,007.00","1,007.00","1,057.20",741.00,"1,006.80"
20251,Department,E,1110-1320-01-13200-552700-0000-000000-00000-0000-,WORKMAN'S COMPENSATION        ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,95.00,95.00,95.00,95.00,95.00,57.24,100.00,60.52
20251,Department,E,1110-1320-01-13200-610130-0000-000000-00000-0000-,TESTING SERVICES              ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,67.00,67.00,67.00,67.00,67.00,0.00,67.00,0.00
20251,Department,E,1110-1320-01-13200-610141-0000-000000-00000-0000-,DATA PROCESSING SERVICES      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,700.00,700.00,100.00,800.00,800.00,"2,515.00",800.00,"1,030.00"
20251,Department,E,1110-1320-01-13200-635210-0000-000000-00000-0000-,POSTAL SERVICES               ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"3,000.00","3,000.00","1,431.97","4,000.00","4,000.00","1,204.66","6,351.75","3,638.11"
20251,Department,E,1110-1320-01-13200-635236-0000-000000-00000-0000-,TELECOMMUNICATIONS            ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,500.00",0.00
20251,Department,E,1110-1320-01-13200-643610-0000-000000-00000-0000-,ADVERTISING                   ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,500.00","1,500.00",250.00,"1,500.00",768.00
20251,Department,E,1110-1320-01-13200-660010-0000-000000-00000-0000-,OFFICE SUPPLIES               ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,500.00","1,500.00",734.63,"1,500.00","1,500.00",525.29,"1,500.00","1,116.29"
20251,Department,E,1110-1320-01-13200-660200-0000-000000-00000-0000-,BOOKS & SUBSCRIPTIONS         ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,100.00,119.99,100.00,100.00,0.00,100.00,75.44
20251,Department,E,1110-1320-01-13200-665810-0000-000000-00000-0000-,DUES                          ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,400.00,400.00,270.00,400.00,400.00,320.00,400.00,200.00
20251,Department,E,1110-1320-01-13200-675410-0000-000000-00000-0000-,LEASE OFFICE EQUIPMENT        ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,900.00,900.00,665.07,900.00,900.00,886.76,700.00,636.07
20251,Department,E,1110-1320-01-13200-685510-0000-000000-00000-0000-,MILEAGE                       ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,500.00,500.00,301.30,400.00,400.00,348.24,400.00,341.04
20251,Department,E,1110-1320-01-13200-685530-0000-000000-00000-0000-,LODGING & MEALS               ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,000.00","1,000.00",90.52,"1,000.00","1,000.00",332.48,"1,000.00",127.25
20251,Department,E,1110-1320-01-13200-685540-0000-000000-00000-0000-,SEMINARS & TUITIONS           ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,200.00","1,200.00",0.00,"1,200.00","1,200.00",415.00,"1,200.00",0.00
20251,Department,E,1110-1320-01-13200-810100-0000-000000-00000-0000-,OFFICE EQUIPMENT              ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"2,000.00","2,000.00",189.99,"2,000.00","2,000.00",0.00,"2,000.00","1,019.68"
20251,Department,E,1110-1400-01-12330-501110-0000-000000-00000-0000-,SALARIES AND WAGES BOARD      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20251,Department,E,1110-1400-01-12330-501310-0000-000000-00000-0000-,SALARIES AND WAGES PART TIME  ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20251,Department,E,1110-1400-01-12330-552100-0000-000000-00000-0000-,FICA                          ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20251,Department,E,1110-1400-01-12330-635210-0000-000000-00000-0000-,POSTAL SERVICES               ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20251,Department,E,1110-1400-01-12330-660010-0000-000000-00000-0000-,OFFICE SUPPLIES               ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20251,Department,E,1110-1840-08-81400-501310-0000-000000-00000-0000-,SALARIES AND WAGES PART TIME  ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,525.00,525.00,0.00,525.00,525.00,0.00,500.00,0.00
20251,Department,E,1110-1840-08-81400-552100-0000-000000-00000-0000-,FICA                          ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,63.00,63.00,0.00,60.00,60.00,0.00,60.00,0.00
20251,Department,E,1110-1840-08-81400-620213-0000-000000-00000-0000-,COMMITTEE MEMBERS             ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,050.00","1,050.00",360.00,"1,000.00","1,000.00",480.00,960.00,"1,110.00"
20251,Department,E,1110-1840-08-81400-620214-0000-000000-00000-0000-,COMMITTEE CLERICAL            ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,050.00","1,050.00",300.00,"1,000.00","1,000.00",400.00,800.00,900.00
20251,Department,E,1110-1840-08-81400-635210-0000-000000-00000-0000-,POSTAL SERVICES               ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,150.00,150.00,0.00,150.00,150.00,0.00,150.00,0.00
20251,Department,E,1110-1840-08-81400-643610-0000-000000-00000-0000-,ADVERTISING                   ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,300.00","1,300.00",0.00,"1,300.00","1,300.00",283.93,"1,350.00","1,007.20"
20251,Department,E,1110-1840-08-81400-660010-0000-000000-00000-0000-,OFFICE SUPPLIES               ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,100.00,0.00,100.00,100.00,0.00,100.00,27.21
20251,Department,E,1110-1850-08-81410-552100-0000-000000-00000-0000-,FICA                          ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20251,Department,E,1110-1850-08-81410-620213-0000-000000-00000-0000-,COMMITTEE MEMBERS             ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,315.00,315.00,0.00,300.00,300.00,0.00,300.00,0.00
20251,Department,E,1110-1850-08-81410-620214-0000-000000-00000-0000-,COMMITTEE CLERICAL            ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,105.00,105.00,0.00,100.00,100.00,0.00,100.00,0.00
20251,Department,E,1110-2120-01-12110-501210-0000-000000-00000-0000-,SALARIES AND WAGES FULL TIME  ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"183,250.00","183,250.00","150,662.76","173,250.00","173,250.00","170,956.83","182,694.00","186,473.83"
20251,Department,E,1110-2120-01-12110-501310-0000-000000-00000-0000-,SALARIES AND WAGES PART TIME  ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"2,000.00","2,000.00",0.00,"2,100.00","2,100.00",375.00,"5,000.00","10,992.50"
20251,Department,E,1110-2120-01-12110-501410-0000-000000-00000-0000-,SALARIES AND WAGES OVERTIME   ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"2,140.00","2,140.00",0.00,"2,100.00","2,100.00",647.34,"3,885.00","1,646.85"
20251,Department,E,1110-2120-01-12110-501900-0000-000000-00000-0000-,LEAVE PAYOUT                  ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"6,475.20"
20251,Department,E,1110-2120-01-12110-552100-0000-000000-00000-0000-,FICA                          ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"14,018.00","14,018.00","10,673.28","12,623.00","12,623.00","12,374.02","14,273.00","15,220.87"
20251,Department,E,1110-2120-01-12110-552210-0000-000000-00000-0000-,VRS                           ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"20,471.00","20,471.00","13,223.49","13,572.00","13,572.00","14,250.72","19,347.00","16,670.50"
20251,Department,E,1110-2120-01-12110-552212-0000-000000-00000-0000-,VRS HYBRID                    ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"3,479.08","4,640.00","4,640.00","4,085.74",0.00,"2,595.74"
20251,Department,E,1110-2120-01-12110-552214-0000-000000-00000-0000-,VRS HYBRID 401A               ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,337.51,450.00,450.00,463.66,0.00,299.98
20251,Department,E,1110-2120-01-12110-552216-0000-000000-00000-0000-,VIRGINIA LOCAL DISABILITY PRO ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,178.81,239.00,239.00,245.69,0.00,159.04
20251,Department,E,1110-2120-01-12110-552218-0000-000000-00000-0000-,VRS RET DC VOLUNTARY EMPLOY   ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,689.08,0.00,281.28
20251,Department,E,1110-2120-01-12110-552220-0000-000000-00000-0000-,VRS HEALTH INSURANCE CREDIT   ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,181.00,181.00,150.73,198.00,198.00,172.38,238.00,243.72
20251,Department,E,1110-2120-01-12110-552310-0000-000000-00000-0000-,HEALTH INSURANCE              ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"39,102.00","39,102.00","33,381.64","28,170.00","28,170.00","31,202.40","20,019.00","23,664.55"
20251,Department,E,1110-2120-01-12110-552400-0000-000000-00000-0000-,GROUP LIFE INSURANCE          ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"2,425.00","2,425.00","2,018.82","2,211.00","2,211.00","2,309.02","2,448.00","2,511.44"
20251,Department,E,1110-2120-01-12110-552700-0000-000000-00000-0000-,WORKMAN'S COMPENSATION        ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,143.00,143.00,143.00,143.00,143.00,98.24,150.00,634.84
20251,Department,E,1110-2120-01-12110-610130-0000-000000-00000-0000-,TESTING SERVICES              ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,67.00,0.00,107.00
20251,Department,E,1110-2120-01-12110-610135-0000-000000-00000-0000-,PATIENT CENTERED OUTREACH RES ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,356.90,350.00,401.66
20251,Department,E,1110-2120-01-12110-610141-0000-000000-00000-0000-,DATA PROCESSING SERVICES      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20251,Department,E,1110-2120-01-12110-610148-0000-000000-00000-0000-,CONSULTING SERVICES           ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"30,950.00","12,000.00"
20251,Department,E,1110-2120-01-12110-610158-0000-000000-00000-0000-,BROADBAND CONSULTING          ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"22,000.00",0.00
20251,Department,E,1110-2120-01-12110-610159-0000-000000-00000-0000-,OTHER PROFESSIONAL SERVICES   ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"10,000.00","10,000.00",691.39,"17,818.00","17,818.00","14,224.58","3,000.00","1,149.00"
20251,Department,E,1110-2120-01-12110-610165-0000-000000-00000-0000-,OUTSIDE SERVICES              ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"8,000.00","8,000.00",0.00,"8,400.00","8,400.00","5,000.00","8,373.00","22,379.45"
20251,Department,E,1110-2120-01-12110-635210-0000-000000-00000-0000-,POSTAL SERVICES               ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,400.00,400.00,"1,311.50",300.00,300.00,"1,200.16",300.00,327.34
20251,Department,E,1110-2120-01-12110-635236-0000-000000-00000-0000-,TELECOMMUNICATIONS            ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,500.00,500.00,414.01,800.00,800.00,250.71,"1,500.00",459.61
20251,Department,E,1110-2120-01-12110-643510-0000-000000-00000-0000-,PRINTING                      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20251,Department,E,1110-2120-01-12110-643610-0000-000000-00000-0000-,ADVERTISING                   ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"4,000.00","4,000.00","1,604.00","3,000.00","3,000.00","9,216.14","7,000.00","3,281.20"
20251,Department,E,1110-2120-01-12110-655305-0000-000000-00000-0000-,INSURANCE VEHICLE             ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,500.00,500.00,491.50,500.00,500.00,451.30,500.00,434.18
20251,Department,E,1110-2120-01-12110-660010-0000-000000-00000-0000-,OFFICE SUPPLIES               ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,000.00","1,000.00","1,585.71","2,000.00","2,000.00",409.51,"3,500.00",531.07
20251,Department,E,1110-2120-01-12110-660071-0000-000000-00000-0000-,REPAIRS & MAINTENANCE SUPPLIES,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20251,Department,E,1110-2120-01-12110-660080-0000-000000-00000-0000-,FUEL OIL                      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,000.00","1,000.00",285.24,500.00,500.00,31.98,500.00,20.38
20251,Department,E,1110-2120-01-12110-660081-0000-000000-00000-0000-,GASOLINE/OIL/LUBRICANTS       ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20251,Department,E,1110-2120-01-12110-660090-0000-000000-00000-0000-,VEHICLE/EQUIPMENT MAINT SERV  ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,000.00","1,000.00",0.00,300.00,"1,459.17",0.00,300.00,0.00
20251,Department,E,1110-2120-01-12110-660110-0000-000000-00000-0000-,UNIFORMS & WEARING APPAREL    ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20251,Department,E,1110-2120-01-12110-660200-0000-000000-00000-0000-,BOOKS & SUBSCRIPTIONS         ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,100.00,"1,237.55",100.00,100.00,108.99,0.00,255.99
20251,Department,E,1110-2120-01-12110-665810-0000-000000-00000-0000-,DUES                          ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,200.00","1,200.00","1,450.00","1,600.00","1,600.00","1,456.30","1,600.00",179.00
20251,Department,E,1110-2120-01-12110-675410-0000-000000-00000-0000-,LEASE OFFICE EQUIPMENT        ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"4,500.00","4,500.00","3,731.03","4,500.00","4,500.00","4,520.27","4,500.00","3,592.24"
20251,Department,E,1110-2120-01-12110-685510-0000-000000-00000-0000-,MILEAGE                       ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,200.00,200.00,0.00,200.00,200.00,0.00,200.00,0.00
20251,Department,E,1110-2120-01-12110-685530-0000-000000-00000-0000-,LODGING & MEALS               ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"2,000.00","2,000.00",84.41,"2,000.00","2,000.00",800.16,"1,800.00",105.78
20251,Department,E,1110-2120-01-12110-685540-0000-000000-00000-0000-,SEMINARS & TUITIONS           ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"2,000.00","2,000.00","1,047.04","2,000.00","2,000.00",285.00,"1,600.00","1,295.00"
20251,Department,E,1110-2120-01-12110-810100-0000-000000-00000-0000-,OFFICE EQUIPMENT              ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20251,Department,E,1110-2120-01-12110-810200-0000-000000-00000-0000-,OFFICE FURNITURE              ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,717.73",0.00,0.00,0.00,0.00,0.00
20251,Department,E,1110-2120-01-12110-810300-0000-000000-00000-0000-,IT EQUIPMENT                  ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20251,Department,E,1110-2127-03-32300-675440-0000-000000-00000-0000-,LEASE AMBULANCE USE           ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20251,Department,E,1110-2127-03-32300-695640-0000-000000-00000-0000-,RESCUE SQUAD SERVICE          ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20251,Department,E,1110-2127-03-32400-695640-0000-000000-00000-0000-,TJEMS COUNCIL                 ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,000.00","1,000.00","1,000.00","7,743.00","7,743.00"
20251,Department,E,1110-2127-03-33300-610191-0000-000000-00000-0000-,JUVENILE PROBATION            ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20251,Department,E,1110-2127-03-33300-635210-0000-000000-00000-0000-,POSTAL SERVICES,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20251,Department,E,1110-2127-03-33300-635236-0000-000000-00000-0000-,TELECOMMUNICATIONS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20251,Department,E,1110-2127-03-33300-660010-0000-000000-00000-0000-,OFFICE SUPPLIES,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20251,Department,E,1110-2127-03-33300-665891-0000-000000-00000-0000-,CRIME PREVENTION GRANT EXPENS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20251,Department,E,1110-2127-03-33300-685510-0000-000000-00000-0000-,MILEAGE,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20251,Department,E,1110-2127-03-33300-685530-0000-000000-00000-0000-,LODGING & MEALS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20251,Department,E,1110-2127-03-33300-685540-0000-000000-00000-0000-,SEMINARS & TUITIONS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20251,Department,E,1110-2127-03-33300-810100-0000-000000-00000-0000-,OFFICE EQUIPMENT,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20251,Department,E,1110-2127-03-33403-695640-0000-000000-00000-0000-,JEFFERSON AREA COMMUNITY CORR ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"12,565.00","12,565.00","12,565.00","12,073.00","12,073.00","12,073.00","11,567.00","11,567.00"
20251,Department,E,1110-2127-03-33403-710010-0000-000000-00000-0000-,GRANT EXPENSE                 ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"20,000.00","20,000.00",0.00,0.00,"20,000.00","20,000.00","20,000.00","20,000.00"
20251,Department,E,1110-2127-03-35600-695640-0000-000000-00000-0000-,SERVICES TO ABUSED FAMILIES   ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,000.00","1,000.00","1,000.00","1,000.00","1,000.00","1,000.00","1,000.00","1,000.00"
20251,Department,E,1110-2127-03-35800-695640-0000-000000-00000-0000-,FOOTHILLS CHILD ADVOCACY      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"2,000.00","2,000.00","2,000.00","2,600.00","2,600.00","2,600.00","2,600.00","2,600.00"
20251,Department,E,1110-2127-05-51500-695640-0000-000000-00000-0000-,MADISON FREE CLINIC           ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20251,Department,E,1110-2127-05-51700-695640-0000-000000-00000-0000-,PIEDMONT REGIONAL DENTAL      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20251,Department,E,1110-2127-05-52200-695620-0000-000000-00000-0000-,MENTAL HEALTH                 ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"191,435.00","191,435.00","143,576.25","184,076.00","184,076.00","184,076.00","161,410.00","161,410.00"
20251,Department,E,1110-2127-05-52200-695622-0000-000000-00000-0000-,RRRC CRISIS INTERVENTION TEAM ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"21,270.00","21,270.00","15,952.50","18,500.00","18,500.00","18,500.00","16,219.00","16,219.00"
20251,Department,E,1110-2127-06-66100-695640-0000-000000-00000-0000-,GERMANNA COMMUNITY COLLEGE    ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"4,000.00","4,000.00","4,000.00","5,000.00","5,000.00","5,000.00","5,000.00","5,000.00"
